subject;chr;start;end;start_cm;end_cm;length_cm;length;Nm;Nf;male_meiosis;mutation
first_cousins169_g4-b1-i1;7;156352971;159119486;171.848506;176.04137;4.192865;2766515;3;3;-1;1
first_cousins169_g4-b1-i1;8;72587637;73241578;80.677811;81.588179;0.910368;653941;3;3;1;0
first_cousins169_g4-b1-i1;9;85439733;103873452;77.608165;97.765861;20.157696;18433719;3;3;1;1
first_cousins169_g4-b1-i1;11;122552381;125175878;126.862881;131.599437;4.736556;2623497;3;3;-1;0
first_cousins169_g4-b1-i1;12;860576;12439748;1.614804;26.034995;24.420191;11579172;3;3;1;0
first_cousins169_g4-b1-i1;13;113798022;115074878;123.660411;125.098764;1.438353;1276856;3;3;1;0
first_cousins169_g4-b1-i1;15;68779271;93174573;60.75133;90.139239;29.38791;24395302;3;3;1;1
first_cousins169_g4-b1-i1;19;11680343;16125555;30.202334;36.977845;6.775512;4445212;3;3;-1;0
first_cousins169_g4-b1-i1;19;35821029;41181716;57.267485;62.096322;4.828837;5360687;3;3;-1;0
first_cousins169_g4-b1-i1;19;45721113;54097732;67.330223;88.461815;21.131592;8376619;3;3;-1;0
first_cousins170_g4-b1-i1;3;74695294;107237565;100.962887;115.125561;14.162674;32542271;3;3;-1;1
first_cousins170_g4-b1-i1;3;126952533;174276466;133.301412;175.874661;42.573249;47323933;3;3;1;1
first_cousins170_g4-b1-i1;10;2106125;12829836;2.911141;28.808727;25.897586;10723711;3;3;1;0
first_cousins170_g4-b1-i1;13;49495115;70822356;50.845704;62.423202;11.577498;21327241;3;3;1;2
first_cousins170_g4-b1-i1;13;71423924;107573955;63.418224;107.064534;43.646309;36150031;3;3;1;2
first_cousins170_g4-b1-i1;14;91685225;95125553;85.819418;91.850831;6.031413;3440328;3;3;1;0
first_cousins170_g4-b1-i1;16;62695509;84734799;77.969469;111.273533;33.304064;22039290;3;3;1;0
first_cousins170_g4-b1-i1;16;86347079;90141355;117.273051;125.070992;7.79794;3794276;3;3;-1;0
first_cousins170_g4-b1-i1;19;16144457;17765930;37.012925;40.766807;3.753882;1621473;3;3;-1;0
first_cousins171_g4-b1-i1;1;58054618;104779245;79.511229;123.278414;43.767186;46724627;4;2;-1;3
first_cousins171_g4-b1-i1;5;141825758;166340674;137.220544;164.930326;27.709782;24514916;4;2;1;0
first_cousins171_g4-b1-i1;5;171763635;180692833;176.237087;196.338913;20.101826;8929198;4;2;1;0
first_cousins171_g4-b1-i1;9;12613124;85867445;25.228709;78.242417;53.013708;73254321;4;2;1;2
first_cousins171_g4-b1-i1;9;133914395;138159195;135.553932;147.782364;12.228432;4244800;4;2;1;0
first_cousins171_g4-b1-i1;10;127795896;133058501;146.131992;161.232142;15.10015;5262605;4;2;-1;0
first_cousins171_g4-b1-i1;11;4946353;42458961;9.495991;58.145748;48.649758;37512608;4;2;-1;0
first_cousins171_g4-b1-i1;13;24878831;29151824;13.002692;22.102324;9.099632;4272993;4;2;-1;0
first_cousins171_g4-b1-i1;13;31143935;43498822;26.336484;43.161716;16.825232;12354887;4;2;-1;2
first_cousins171_g4-b1-i1;16;6033803;51322372;11.30337;59.871654;48.568283;45288569;4;2;-1;1
first_cousins171_g4-b1-i1;16;52874373;55223462;62.10967;67.37256;5.26289;2349089;4;2;-1;0
first_cousins171_g4-b1-i1;19;5478002;12946576;17.448787;30.995615;13.546828;7468574;4;2;-1;1
first_cousins171_g4-b1-i1;19;30972333;34068337;49.278665;53.905773;4.627109;3096004;4;2;-1;0
first_cousins172_g4-b1-i1;1;9901323;53124082;17.986859;72.253462;54.266603;43222759;2;4;-1;2
first_cousins172_g4-b1-i1;2;143926907;169182267;145.918021;163.764552;17.846531;25255360;2;4;-1;0
first_cousins172_g4-b1-i1;5;31880709;33630113;48.624058;51.771352;3.147294;1749404;2;4;-1;0
first_cousins172_g4-b1-i1;5;102981195;115838560;105.048325;115.398055;10.349731;12857365;2;4;-1;0
first_cousins172_g4-b1-i1;7;155355098;159119486;168.061325;176.04137;7.980045;3764388;2;4;-1;0
first_cousins172_g4-b1-i1;8;113565;16057066;0;28.495012;28.495012;15943501;2;4;-1;0
first_cousins172_g4-b1-i1;8;96720135;101691274;97.176018;102.299389;5.123371;4971139;2;4;-1;0
first_cousins172_g4-b1-i1;8;102530365;108537902;104.1773;109.265526;5.088225;6007537;2;4;-1;0
first_cousins172_g4-b1-i1;10;17249027;28471901;38.437171;48.527319;10.090147;11222874;2;4;-1;0
first_cousins172_g4-b1-i1;11;20691740;32278763;35.380774;46.885834;11.50506;11587023;2;4;1;0
first_cousins172_g4-b1-i1;17;3517490;12342191;9.128385;32.699632;23.571247;8824701;2;4;1;1
first_cousins172_g4-b1-i1;19;4972186;32686793;16.045487;52.071651;36.026164;27714607;2;4;1;2
first_cousins173_g4-b1-i1;2;109782690;119900416;114.765959;121.890086;7.124127;10117726;4;2;1;0
first_cousins173_g4-b1-i1;2;134834728;149195204;138.323089;149.093371;10.770281;14360476;4;2;1;0
first_cousins173_g4-b1-i1;4;177625050;180237013;169.927812;174.132727;4.204915;2611963;4;2;1;0
first_cousins173_g4-b1-i1;4;182949520;190936728;179.183766;200.225934;21.042168;7987208;4;2;1;0
first_cousins173_g4-b1-i1;5;174469782;177233160;184.209296;188.94588;4.736584;2763378;4;2;1;0
first_cousins173_g4-b1-i1;11;87143960;130060253;89.713699;140.230438;50.516738;42916293;4;2;1;3
first_cousins173_g4-b1-i1;12;72108927;92472542;81.926217;96.179013;14.252796;20363615;4;2;-1;0
first_cousins173_g4-b1-i1;21;14665973;25372837;0;19.25189;19.25189;10706864;4;2;1;0
first_cousins173_g4-b1-i1;21;28211448;28984536;23.316031;25.063754;1.747723;773088;4;2;1;0
first_cousins174_g4-b1-i1;2;48700691;85518215;69.814932;102.709064;32.894132;36817524;3;3;-1;2
first_cousins174_g4-b1-i1;3;39869768;47273470;61.637323;67.274684;5.637361;7403702;3;3;-1;0
first_cousins174_g4-b1-i1;3;72784440;77032963;97.586916;102.480226;4.89331;4248523;3;3;-1;0
first_cousins174_g4-b1-i1;4;34522529;38886948;50.152747;54.751702;4.598955;4364419;3;3;-1;0
first_cousins174_g4-b1-i1;4;70761886;94785715;77.002674;97.82135;20.818676;24023829;3;3;-1;0
first_cousins174_g4-b1-i1;4;104375995;127371908;104.776341;122.953271;18.17693;22995913;3;3;1;1
first_cousins174_g4-b1-i1;4;166408781;190936728;157.585567;200.225934;42.640367;24527947;3;3;1;1
first_cousins174_g4-b1-i1;5;27442472;60911237;43.374673;69.588893;26.214219;33468765;3;3;-1;1
first_cousins174_g4-b1-i1;5;63313900;65910478;71.138474;72.743749;1.605275;2596578;3;3;-1;0
first_cousins174_g4-b1-i1;5;72822686;77933416;79.016965;87.310644;8.293679;5110730;3;3;-1;0
first_cousins174_g4-b1-i1;6;12281772;21032103;27.57363;40.439553;12.865923;8750331;3;3;1;0
first_cousins174_g4-b1-i1;10;128494412;135473442;148.453367;165.630162;17.176796;6979030;3;3;1;0
first_cousins174_g4-b1-i1;11;65729828;86972406;70.021305;89.621223;19.599918;21242578;3;3;-1;0
first_cousins174_g4-b1-i1;12;191619;855026;0;1.430171;1.430171;663407;3;3;-1;0
first_cousins174_g4-b1-i1;12;64542017;72703577;72.583216;82.645428;10.062212;8161560;3;3;-1;0
first_cousins174_g4-b1-i1;17;72029010;79398845;103.857367;123.382489;19.525122;7369835;3;3;-1;0
first_cousins175_g4-b1-i1;1;59310833;70157058;81.151073;94.85749;13.706418;10846225;2;4;1;0
first_cousins175_g4-b1-i1;1;97721568;237871228;117.698707;240.190687;122.49198;140149660;2;4;1;1
first_cousins175_g4-b1-i1;4;89103531;89439448;93.263069;93.940707;0.677638;335917;2;4;-1;0
first_cousins175_g4-b1-i1;4;124387497;133739182;120.477576;126.464262;5.986687;9351685;2;4;1;1
first_cousins175_g4-b1-i1;5;157856;7546170;0;18.632552;18.632552;7388314;2;4;-1;0
first_cousins175_g4-b1-i1;6;150736335;158998217;149.361322;162.488882;13.12756;8261882;2;4;-1;0
first_cousins175_g4-b1-i1;10;114595540;126574655;123.109001;144.039125;20.930124;11979115;2;4;-1;1
first_cousins175_g4-b1-i1;10;130302652;133884747;151.765414;163.09558;11.330166;3582095;2;4;-1;0
first_cousins175_g4-b1-i1;13;80718161;89060457;74.636834;78.969634;4.3328;8342296;2;4;-1;0
first_cousins175_g4-b1-i1;16;143503;5262431;0;8.529908;8.529908;5118928;2;4;1;0
first_cousins175_g4-b1-i1;19;261033;28461537;0;46.266523;46.266523;28200504;2;4;-1;0
first_cousins176_g4-b1-i1;3;108226;5065568;0;13.411662;13.411662;4957342;4;2;-1;0
first_cousins176_g4-b1-i1;3;7421687;9180124;20.007158;24.277191;4.270033;1758437;4;2;1;0
first_cousins176_g4-b1-i1;3;29017283;37531885;49.19289;59.455751;10.262861;8514602;4;2;1;0
first_cousins176_g4-b1-i1;4;167596;14347559;0;26.437982;26.437982;14179963;4;2;1;0
first_cousins176_g4-b1-i1;5;6196909;9619613;16.401155;22.845302;6.444147;3422704;4;2;1;0
first_cousins176_g4-b1-i1;6;67557191;104371735;78.697302;103.233912;24.53661;36814544;4;2;1;3
first_cousins176_g4-b1-i1;9;2093306;19042926;5.478646;37.462673;31.984027;16949620;4;2;-1;0
first_cousins176_g4-b1-i1;11;106519206;112381863;105.01743;110.292861;5.275431;5862657;4;2;-1;1
first_cousins176_g4-b1-i1;13;26527477;26538260;16.179584;16.358398;0.178814;10783;4;2;-1;0
first_cousins176_g4-b1-i1;15;37561140;38717541;27.641539;29.103454;1.461915;1156401;4;2;-1;0
first_cousins176_g4-b1-i1;20;3111850;11944125;9.441129;31.615485;22.174357;8832275;4;2;-1;0
first_cousins176_g4-b1-i1;20;12688663;33794270;32.835839;52.128299;19.29246;21105607;4;2;-1;0
first_cousins177_g4-b1-i1;4;146871636;164000538;139.071821;155.033387;15.961566;17128902;2;4;1;0
first_cousins177_g4-b1-i1;6;5610967;22266576;14.630659;43.312303;28.681644;16655609;2;4;-1;0
first_cousins177_g4-b1-i1;6;76660908;89295252;84.183557;90.880528;6.696971;12634344;2;4;-1;0
first_cousins177_g4-b1-i1;6;125723041;147848421;122.805001;144.570505;21.765504;22125380;2;4;-1;1
first_cousins177_g4-b1-i1;9;14343308;14370366;29.638692;29.858772;0.220081;27058;2;4;-1;0
first_cousins177_g4-b1-i1;9;27442074;27600635;48.780761;49.268164;0.487403;158561;2;4;-1;0
first_cousins177_g4-b1-i1;9;34714337;84389385;55.523461;76.581131;21.057671;49675048;2;4;-1;3
first_cousins177_g4-b1-i1;9;89604164;100920488;83.237096;94.922394;11.685298;11316324;2;4;-1;0
first_cousins177_g4-b1-i1;9;110982382;126715683;105.862965;125.744299;19.881334;15733301;2;4;-1;0
first_cousins177_g4-b1-i1;10;4570757;5466865;10.48721;12.328919;1.841709;896108;2;4;1;0
first_cousins177_g4-b1-i1;10;18751226;21243425;39.834082;42.086818;2.252736;2492199;2;4;1;1
first_cousins177_g4-b1-i1;10;33249257;79252821;55.190889;89.13463;33.94374;46003564;2;4;1;0
first_cousins177_g4-b1-i1;21;43794547;46030888;53.744482;57.497384;3.752901;2236341;2;4;1;0
first_cousins178_g4-b1-i1;1;40374022;54226101;63.805928;73.799492;9.993564;13852079;3;3;-1;1
first_cousins178_g4-b1-i1;2;235269671;240110507;231.97173;243.186264;11.214534;4840836;3;3;-1;1
first_cousins178_g4-b1-i1;3;108226;3135699;0;8.107222;8.107222;3027473;3;3;1;1
first_cousins178_g4-b1-i1;4;38372456;64339442;54.155198;73.598552;19.443354;25966986;3;3;-1;0
first_cousins178_g4-b1-i1;5;157856;8094160;0;19.871514;19.871514;7936304;3;3;1;1
first_cousins178_g4-b1-i1;5;173205441;174433781;180.645581;184.028653;3.383073;1228340;3;3;-1;0
first_cousins178_g4-b1-i1;6;183917;3578234;0;9.41619;9.41619;3394317;3;3;-1;0
first_cousins178_g4-b1-i1;10;158946;5991276;0;13.234671;13.234671;5832330;3;3;1;0
first_cousins178_g4-b1-i1;10;10082976;45468086;23.142435;61.209067;38.066632;35385110;3;3;1;0
first_cousins178_g4-b1-i1;10;86291586;90921390;98.337601;102.168048;3.830447;4629804;3;3;-1;0
first_cousins178_g4-b1-i1;10;133359760;135473442;162.033211;165.630162;3.596951;2113682;3;3;-1;0
first_cousins178_g4-b1-i1;12;99353483;127271338;105.847532;141.742766;35.895235;27917855;3;3;-1;1
first_cousins178_g4-b1-i1;14;101511673;107285437;107.330161;115.922228;8.592067;5773764;3;3;-1;0
first_cousins178_g4-b1-i1;16;143503;7950651;0;17.195854;17.195854;7807148;3;3;-1;0
first_cousins178_g4-b1-i1;16;84933724;86977444;111.703398;120.295721;8.592323;2043720;3;3;-1;0
first_cousins178_g4-b1-i1;18;112535;615319;0;1.550054;1.550054;502784;3;3;1;0
first_cousins178_g4-b1-i1;18;3409303;5864367;9.764664;18.62948;8.864816;2455064;3;3;1;0
first_cousins178_g4-b1-i1;19;261033;1188321;0;2.877346;2.877346;927288;3;3;-1;0
first_cousins178_g4-b1-i1;19;53261377;59058083;85.229021;103.571793;18.342772;5796706;3;3;1;0
first_cousins179_g4-b1-i1;1;752721;1343619;0;0.327596;0.327596;590898;4;2;1;0
first_cousins179_g4-b1-i1;5;173614259;177782671;181.194494;189.910182;8.715688;4168412;4;2;-1;0
first_cousins179_g4-b1-i1;6;106906861;132476121;106.827158;128.097423;21.270265;25569260;4;2;1;0
first_cousins179_g4-b1-i1;7;73059535;152173213;80.757494;157.963761;77.206267;79113678;4;2;1;4
first_cousins179_g4-b1-i1;15;20161372;24310837;0;2.899188;2.899188;4149465;4;2;-1;0
first_cousins179_g4-b1-i1;15;25785349;27064946;4.632977;8.416443;3.783465;1279597;4;2;-1;0
first_cousins179_g4-b1-i1;18;44039075;49489841;63.312135;70.066768;6.754634;5450766;4;2;1;0
first_cousins180_g4-b1-i1;2;118913;10528860;0;23.091343;23.091343;10409947;3;3;-1;0
first_cousins180_g4-b1-i1;2;121677201;129981445;124.814001;132.400828;7.586826;8304244;3;3;-1;0
first_cousins180_g4-b1-i1;2;202370715;222813133;190.237956;214.072615;23.834659;20442418;3;3;1;0
first_cousins180_g4-b1-i1;3;46179091;46480093;66.633391;66.773515;0.140124;301002;3;3;1;0
first_cousins180_g4-b1-i1;7;18743723;19736660;30.097365;31.790563;1.693198;992937;3;3;-1;0
first_cousins180_g4-b1-i1;8;9044663;10729992;19.230962;21.310476;2.079514;1685329;3;3;1;0
first_cousins180_g4-b1-i1;10;10159747;11695272;23.313705;26.240946;2.927242;1535525;3;3;-1;0
first_cousins180_g4-b1-i1;13;24750746;31302481;12.431961;26.523842;14.091882;6551735;3;3;-1;0
first_cousins180_g4-b1-i1;14;20861021;27531081;0.602883;18.022783;17.419899;6670060;3;3;1;0
first_cousins180_g4-b1-i1;14;93379035;95809153;88.908105;93.961547;5.053442;2430118;3;3;1;0
first_cousins180_g4-b1-i1;15;70132029;70562870;63.038994;64.456611;1.417617;430841;3;3;-1;0
first_cousins180_g4-b1-i1;15;75034255;86652235;68.234561;77.489599;9.255037;11617980;3;3;-1;0
first_cousins180_g4-b1-i1;17;59496791;68185003;83.600726;94.196591;10.595865;8688212;3;3;1;1
first_cousins180_g4-b1-i1;19;47117563;48909408;69.501519;72.882286;3.380768;1791845;3;3;-1;0
first_cousins180_g4-b1-i1;20;5866246;11139330;18.335586;30.286425;11.950839;5273084;3;3;-1;0
first_cousins180_g4-b1-i1;20;21673725;62906514;47.293202;106.796702;59.5035;41232789;3;3;-1;1
first_cousins180_g4-b1-i1;22;28198605;44660255;28.909088;49.470337;20.561249;16461650;3;3;-1;0
first_cousins181_g4-b1-i1;1;242238337;247295947;250.451412;260.211708;9.760295;5057610;4;2;-1;1
first_cousins181_g4-b1-i1;2;220793923;240962058;210.905305;245.355284;34.449979;20168135;4;2;1;0
first_cousins181_g4-b1-i1;3;108226;11783495;0;28.971469;28.971469;11675269;4;2;-1;0
first_cousins181_g4-b1-i1;3;156545804;168272815;161.870957;167.135668;5.264711;11727011;4;2;-1;0
first_cousins181_g4-b1-i1;6;30936041;45405312;49.088699;67.444725;18.356026;14469271;4;2;1;0
first_cousins181_g4-b1-i1;7;1326678;8362926;2.057488;14.013028;11.95554;7036248;4;2;1;0
first_cousins181_g4-b1-i1;7;9624751;11676113;17.406509;19.917681;2.511172;2051362;4;2;1;1
first_cousins181_g4-b1-i1;7;13032567;35355980;21.91473;52.545433;30.630703;22323413;4;2;1;3
first_cousins181_g4-b1-i1;10;6807961;14739958;16.383733;34.037995;17.654262;7931997;4;2;-1;0
first_cousins181_g4-b1-i1;11;44641152;70427662;60.483262;74.569537;14.086275;25786510;4;2;1;3
first_cousins181_g4-b1-i1;12;6417414;8968088;15.630758;20.972171;5.341413;2550674;4;2;-1;0
first_cousins181_g4-b1-i1;14;53399575;69792728;45.424374;60.448299;15.023925;16393153;4;2;1;0
first_cousins182_g4-b1-i1;3;135940639;150610303;141.690784;156.722741;15.031957;14669664;3;3;-1;1
first_cousins182_g4-b1-i1;6;40434271;66697017;58.544641;78.104068;19.559428;26262746;3;3;1;0
first_cousins182_g4-b1-i1;6;87066370;99145994;88.855203;99.490298;10.635095;12079624;3;3;1;1
first_cousins182_g4-b1-i1;7;28881536;28905940;43.437819;43.616872;0.179053;24404;3;3;1;0
first_cousins182_g4-b1-i1;7;30689153;33639817;46.202774;50.279475;4.076701;2950664;3;3;1;0
first_cousins182_g4-b1-i1;9;3865223;4500278;9.714643;11.585094;1.870451;635055;3;3;1;0
first_cousins182_g4-b1-i1;17;71330512;78455454;100.966537;121.454737;20.4882;7124942;3;3;1;1
first_cousins182_g4-b1-i1;18;51966285;56184915;71.684543;76.804818;5.120275;4218630;3;3;1;0
first_cousins183_g4-b1-i1;1;111394407;156562934;130.960429;146.753227;15.792798;45168527;2;4;1;0
first_cousins183_g4-b1-i1;5;4022327;5798993;10.18021;15.43506;5.254849;1776666;2;4;-1;0
first_cousins183_g4-b1-i1;5;38808746;63896228;58.590865;71.259937;12.669072;25087482;2;4;-1;2
first_cousins183_g4-b1-i1;5;75241785;116826415;83.038495;117.109564;34.071069;41584630;2;4;1;0
first_cousins183_g4-b1-i1;6;8044249;12761430;20.421388;28.472689;8.051302;4717181;2;4;1;2
first_cousins183_g4-b1-i1;7;32826586;40266896;49.757315;58.840602;9.083287;7440310;2;4;1;0
first_cousins183_g4-b1-i1;8;113565;12678949;0;23.847362;23.847362;12565384;2;4;-1;0
first_cousins183_g4-b1-i1;12;10747829;14428986;22.967126;30.470278;7.503153;3681157;2;4;1;1
first_cousins183_g4-b1-i1;12;52497659;53249071;61.949786;63.465064;1.515279;751412;2;4;-1;0
first_cousins183_g4-b1-i1;13;106394959;111430322;103.796535;117.464536;13.668001;5035363;2;4;1;0
first_cousins183_g4-b1-i1;16;26670632;29248714;49.792049;54.141633;4.349584;2578082;2;4;1;0
first_cousins183_g4-b1-i1;22;17087705;19933553;0;8.094522;8.094522;2845848;2;4;1;0
first_cousins184_g4-b1-i1;5;92568309;93640038;98.972123;99.556051;0.583927;1071729;2;4;1;0
first_cousins184_g4-b1-i1;5;115840195;150916926;115.428856;149.785346;34.356489;35076731;2;4;-1;1
first_cousins184_g4-b1-i1;5;165490575;171775544;163.955146;176.273798;12.318652;6284969;2;4;-1;1
first_cousins184_g4-b1-i1;8;24869363;31092075;44.376049;52.584605;8.208556;6222712;2;4;1;0
first_cousins184_g4-b1-i1;8;97059886;99838931;97.776494;100.965002;3.188508;2779045;2;4;1;0
first_cousins184_g4-b1-i1;9;116870034;130790294;113.763316;129.609331;15.846016;13920260;2;4;-1;0
first_cousins184_g4-b1-i1;12;63237489;71148453;71.145931;80.974935;9.829004;7910964;2;4;-1;1
first_cousins184_g4-b1-i1;12;75463035;100040650;83.586327;106.56114;22.974814;24577615;2;4;-1;1
first_cousins184_g4-b1-i1;13;27609195;75392663;18.80938;69.813577;51.004197;47783468;2;4;-1;0
first_cousins184_g4-b1-i1;14;20926541;20955286;0.977956;1.501245;0.523289;28745;2;4;1;0
first_cousins184_g4-b1-i1;18;5315473;6842375;17.100262;22.185502;5.08524;1526902;2;4;-1;0
first_cousins185_g4-b1-i1;1;201251799;241820756;191.310864;248.911592;57.600727;40568957;3;3;1;1
first_cousins185_g4-b1-i1;3;3563549;5037932;10.132663;13.216911;3.084248;1474383;3;3;1;0
first_cousins185_g4-b1-i1;3;5270120;9944340;14.113193;25.676483;11.56329;4674220;3;3;1;0
first_cousins185_g4-b1-i1;3;31850481;31851345;53.59597;54.028611;0.432642;864;3;3;1;0
first_cousins185_g4-b1-i1;3;176211168;197800244;179.021255;216.849168;37.827912;21589076;3;3;-1;0
first_cousins185_g4-b1-i1;4;8232870;11411865;20.150894;22.949913;2.79902;3178995;3;3;-1;0
first_cousins185_g4-b1-i1;4;98503406;111061268;100.876496;110.174324;9.297828;12557862;3;3;-1;0
first_cousins185_g4-b1-i1;6;91842826;110547776;94.60117;111.715124;17.113954;18704950;3;3;-1;0
first_cousins185_g4-b1-i1;7;115324730;139690679;118.086416;140.31204;22.225624;24365949;3;3;-1;0
first_cousins186_g4-b1-i1;5;3029126;26578380;7.467208;42.749278;35.28207;23549254;4;2;1;0
first_cousins186_g4-b1-i1;5;84060099;101044767;94.678987;104.159576;9.480589;16984668;4;2;-1;2
first_cousins186_g4-b1-i1;5;154060497;157803173;152.524573;155.228096;2.703523;3742676;4;2;-1;1
first_cousins186_g4-b1-i1;5;180683877;180692833;196.329125;196.338913;0.009788;8956;4;2;1;0
first_cousins186_g4-b1-i1;9;212908;902607;0;1.062448;1.062448;689699;4;2;1;0
first_cousins186_g4-b1-i1;10;7562822;24262640;18.188672;43.954359;25.765688;16699818;4;2;-1;0
first_cousins186_g4-b1-i1;13;47703788;92110910;49.5948;81.086515;31.491715;44407122;4;2;1;2
first_cousins187_g4-b1-i1;2;57939868;128626225;76.227794;130.675789;54.447996;70686357;4;2;1;4
first_cousins187_g4-b1-i1;3;149968864;186814905;155.860494;193.477119;37.616625;36846041;4;2;-1;0
first_cousins187_g4-b1-i1;5;14068643;72424012;30.313234;78.165185;47.851952;58355369;4;2;1;4
first_cousins187_g4-b1-i1;5;72583723;83416245;78.576417;94.205055;15.628639;10832522;4;2;1;0
first_cousins187_g4-b1-i1;6;44221366;89183276;66.325634;90.72452;24.398885;44961910;4;2;-1;0
first_cousins187_g4-b1-i1;9;1305871;2803398;2.759659;7.759147;4.999488;1497527;4;2;-1;0
first_cousins187_g4-b1-i1;9;112649664;141027939;107.749578;154.185968;46.436389;28378275;4;2;1;1
first_cousins187_g4-b1-i1;11;131663655;134944770;144.894732;153.517443;8.62271;3281115;4;2;-1;0
first_cousins187_g4-b1-i1;12;191619;4774409;0;11.878318;11.878318;4582790;4;2;-1;0
first_cousins187_g4-b1-i1;13;57112822;73993719;55.201875;66.929497;11.727622;16880897;4;2;1;0
first_cousins187_g4-b1-i1;15;20161372;27732277;0;10.322532;10.322532;7570905;4;2;-1;0
first_cousins187_g4-b1-i1;15;62000175;63790149;53.476751;55.733474;2.256723;1789974;4;2;-1;1
first_cousins187_g4-b1-i1;15;68717122;70345904;60.461021;63.765208;3.304187;1628782;4;2;-1;0
first_cousins187_g4-b1-i1;15;79719777;102076216;72.079559;118.000279;45.92072;22356439;4;2;-1;2
first_cousins187_g4-b1-i1;18;112535;605936;0;1.368364;1.368364;493401;4;2;1;0
first_cousins187_g4-b1-i1;19;3907383;8105666;13.211862;24.222443;11.010581;4198283;4;2;1;0
first_cousins187_g4-b1-i1;19;41696880;45385132;62.834501;66.567089;3.732588;3688252;4;2;1;0
first_cousins187_g4-b1-i1;20;20896878;23863574;46.895361;49.251397;2.356036;2966696;4;2;-1;0
first_cousins187_g4-b1-i1;20;38183402;42189776;55.221003;60.717419;5.496416;4006374;4;2;-1;0
first_cousins187_g4-b1-i1;22;49821210;51229805;66.362652;68.664959;2.302307;1408595;4;2;1;0
first_cousins188_g4-b1-i1;1;752721;4697165;0;8.130227;8.130227;3944444;3;3;1;0
first_cousins188_g4-b1-i1;1;9458972;12711977;17.281634;23.512892;6.231258;3253005;3;3;1;0
first_cousins188_g4-b1-i1;1;83847170;101210548;105.551269;120.868082;15.316813;17363378;3;3;-1;0
first_cousins188_g4-b1-i1;3;33308987;36346970;56.717361;58.425856;1.708495;3037983;3;3;-1;0
first_cousins188_g4-b1-i1;9;135632542;136827681;138.797732;141.834069;3.036337;1195139;3;3;1;0
first_cousins188_g4-b1-i1;12;15104963;51321264;30.958271;60.306606;29.348335;36216301;3;3;1;2
first_cousins188_g4-b1-i1;12;113989847;117569991;120.547624;127.501517;6.953893;3580144;3;3;1;0
first_cousins188_g4-b1-i1;12;128534195;129077017;145.962619;149.264689;3.302069;542822;3;3;-1;0
first_cousins188_g4-b1-i1;14;19035752;20906105;0;0.828384;0.828384;1870353;3;3;1;0
first_cousins188_g4-b1-i1;15;35151913;62932658;23.640468;54.530747;30.890279;27780745;3;3;1;1
first_cousins188_g4-b1-i1;17;14499254;14507464;40.328148;40.447457;0.119309;8210;3;3;-1;0
first_cousins188_g4-b1-i1;17;20688821;36074238;46.490898;60.329073;13.838176;15385417;3;3;-1;0
first_cousins188_g4-b1-i1;17;75367338;78762877;110.941496;121.601324;10.659828;3395539;3;3;1;0
first_cousins188_g4-b1-i1;19;7857583;18403900;23.864672;42.599015;18.734343;10546317;3;3;1;1
first_cousins188_g4-b1-i1;20;41647182;50544656;59.999208;75.063298;15.06409;8897474;3;3;1;0
first_cousins189_g4-b1-i1;1;116723632;120201699;136.775914;139.921659;3.145746;3478067;4;2;-1;0
first_cousins189_g4-b1-i1;2;213402774;216819333;200.342707;203.623249;3.280542;3416559;4;2;1;1
first_cousins189_g4-b1-i1;3;168327911;189451959;167.257395;200.020569;32.763173;21124048;4;2;-1;1
first_cousins189_g4-b1-i1;5;38421844;64068122;57.727177;71.459786;13.73261;25646278;4;2;-1;1
first_cousins189_g4-b1-i1;5;68004706;79467356;75.734652;90.035167;14.300515;11462650;4;2;-1;0
first_cousins189_g4-b1-i1;5;128692982;157594670;127.34796;155.105332;27.757372;28901688;4;2;-1;0
first_cousins189_g4-b1-i1;6;143862286;163720122;141.61053;169.870215;28.259685;19857836;4;2;1;0
first_cousins189_g4-b1-i1;6;168558899;170981684;180.040044;183.835697;3.795653;2422785;4;2;1;0
first_cousins189_g4-b1-i1;8;19075208;28061725;34.601153;48.459178;13.858026;8986517;4;2;1;0
first_cousins189_g4-b1-i1;8;70869296;73251781;78.950795;81.901343;2.950547;2382485;4;2;-1;0
first_cousins189_g4-b1-i1;8;143168159;146049753;156.471507;159.870226;3.398719;2881594;4;2;-1;0
first_cousins189_g4-b1-i1;12;68009557;91391291;77.005348;95.01103;18.005682;23381734;4;2;1;0
first_cousins189_g4-b1-i1;14;67887596;74689479;58.404972;65.35687;6.951897;6801883;4;2;-1;0
first_cousins189_g4-b1-i1;14;83261656;99609979;75.191067;103.540533;28.349467;16348323;4;2;-1;0
first_cousins189_g4-b1-i1;15;88839246;89571351;80.542471;82.334367;1.791896;732105;4;2;-1;0
first_cousins189_g4-b1-i1;15;91448687;97197295;85.58556;103.351792;17.766232;5748608;4;2;-1;0
first_cousins189_g4-b1-i1;16;88383466;90141355;122.803102;125.070992;2.26789;1757889;4;2;-1;0
first_cousins189_g4-b1-i1;18;112535;629671;0;1.851974;1.851974;517136;4;2;1;0
first_cousins189_g4-b1-i1;18;10271316;10301079;33.17814;33.275937;0.097797;29763;4;2;-1;0
first_cousins189_g4-b1-i1;18;19995034;20763174;42.115652;42.739272;0.623621;768140;4;2;-1;0
first_cousins189_g4-b1-i1;18;60880197;68045838;84.343078;94.527302;10.184223;7165641;4;2;-1;0
